"ML Catalog Number","Common Name","Recordist","Year","Month","Day","Country State County","Locality","Loc ID","Behaviors","Taxon Category","source","genus","family","Orginal.Scientific.Name","Scientific.Name","file_url","species_ebird_url","sound.files"
333289161,"Spotted Harrier","Elliot Leach",2020,8,18,"AU-QLD-DIA","Big Red","L5138147",NA,"Species","not publication cut","Circus","Accipitridae","Circus assimilis","Circus assimilis","https://macaulaylibrary.org/asset/333289161","https://ebird.org/species/spohar1","Circus_assimilis-ML333289161.wav"
501098191,"Malagasy Harrier","Peter Boesman",2022,10,6,"MG-M","Bemanevika","L4083984","Flight Call","Species","not publication cut","Circus","Accipitridae","Circus macrosceles","Circus macrosceles","https://macaulaylibrary.org/asset/501098191","https://ebird.org/species/reuhar3","Circus_macrosceles-ML501098191.wav"
33534,"Javan Green-Magpie","Arnoud B. van den Berg",1984,11,16,"ID-JW-JB","Chibodas; NP Gunung Gede-Pangrango",NA,"Call","Species","not publication cut","Cissa","Corvidae","Cissa thalassina","Cissa thalassina","https://macaulaylibrary.org/asset/33534","https://ebird.org/species/shtmag1","Cissa_thalassina-ML33534.wav"
135955,"White-tailed Cisticola","Linda Macaulay",2002,10,5,"TZ","Ifacara",NA,NA,"Form","not publication cut","Cisticola","Cisticolidae","Cisticola anderseni","Cisticola anderseni","https://macaulaylibrary.org/asset/135955","https://ebird.org/species/whtcis1","Cisticola_anderseni-ML135955.wav"
468924741,"Tabora Cisticola","Peter Boesman",2022,7,1,"UG-W","Lake Mburo NP","L922787","Call","Species","not publication cut","Cisticola","Cisticolidae","Cisticola angusticauda","Cisticola angusticauda","https://macaulaylibrary.org/asset/468924741","https://ebird.org/species/tabcis1","Cisticola_angusticauda-ML468924741.wav"
394288841,"Bubbling Cisticola","Ken Behrens",2021,8,20,"AO-LUA","Road to Mangais","L17057059",NA,"Species","not publication cut","Cisticola","Cisticolidae","Cisticola bulliens","Cisticola bulliens","https://macaulaylibrary.org/asset/394288841","https://ebird.org/species/bubcis1","Cisticola_bulliens-ML394288841.wav"
290459271,"Carruthers's Cisticola","James Bradley",2020,3,4,"KE-600","Yala Swamp and Lake Kanyaboli (general)","L2980966",NA,"Species","not publication cut","Cisticola","Cisticolidae","Cisticola carruthersi","Cisticola carruthersi","https://macaulaylibrary.org/asset/290459271","https://ebird.org/species/carcis1","Cisticola_carruthersi-ML290459271.wav"
370016061,"Black-backed Cisticola","Audrey Whitlock",2021,4,15,"KE-700","Maasai Mara NR--Mara Triangle","L1273199",NA,"Species","not publication cut","Cisticola","Cisticolidae","Cisticola eximius","Cisticola eximius","https://macaulaylibrary.org/asset/370016061","https://ebird.org/species/blncis1","Cisticola_eximius-ML370016061.wav"
88126,"Luapula Cisticola","Linda Macaulay",1997,12,31,"BW","Okavango Delta; Xigera Camp",NA,"Song","Species","not publication cut","Cisticola","Cisticolidae","Cisticola luapula","Cisticola luapula","https://macaulaylibrary.org/asset/88126","https://ebird.org/species/wincis5","Cisticola_luapula-ML88126.wav"
36100,"Sulawesi Lilac Kingfisher","Arnoud B. van den Berg",1984,8,14,"ID-SL-ST","Lore Lindu NP--general (use more precise location if possible)","L3776582","Dawn Song; Song","Species","not publication cut","Cittura","Alcedinidae","Cittura cyanotis","Cittura cyanotis","https://macaulaylibrary.org/asset/36100","https://ebird.org/species/lickin2","Cittura_cyanotis-ML36100.wav"
175408341,"Sangihe Lilac Kingfisher","Peter Kaestner",2019,9,2,"ID-SL-SA","(3.5098,125.5414)","L9871600",NA,"Group","not publication cut","Cittura","Alcedinidae","Cittura sanghirensis","Cittura sanghirensis","https://macaulaylibrary.org/asset/175408341","https://ebird.org/species/lickin1","Cittura_sanghirensis-ML175408341.wav"
70450311,"Indian Spotted Eagle","Prithivi Raj S",2017,9,9,"IN-TN-VL","Muttakadu RF","L3196304",NA,"Species","not publication cut","Clanga","Accipitridae","Clanga hastata","Clanga hastata","https://macaulaylibrary.org/asset/70450311","https://ebird.org/species/inseag1","Clanga_hastata-ML70450311.wav"
341444671,"Lesser Spotted Eagle","Lars Mannzen",2021,5,23,"BG-02","Primorsko--South Bay","L3829300",NA,"Species","not publication cut","Clanga","Accipitridae","Clanga pomarina","Clanga pomarina","https://macaulaylibrary.org/asset/341444671","https://ebird.org/species/leseag1","Clanga_pomarina-ML341444671.wav"
5387,"Golden White-eye","Doug Pratt",1978,7,6,"MP","Saipan; Marpi",NA,"Call; Song","Species","not publication cut","Cleptornis","Zosteropidae","Cleptornis marchei","Cleptornis marchei","https://macaulaylibrary.org/asset/5387","https://ebird.org/species/goweye1","Cleptornis_marchei-ML5387.wav"
100401,"Orange-crowned Fairywren","Andrew Mack",1998,4,8,"ID-IJ","103.0 km NW of Tembagapura; Paniai Kabupaten , Helipad 55",NA,NA,"Species","not publication cut","Clytomyias","Maluridae","Clytomyias insignis","Clytomyias insignis","https://macaulaylibrary.org/asset/100401","https://ebird.org/species/orcfai1","Clytomyias_insignis-ML100401.wav"
134505271,"Rennell Shrikebill","Lucas DeCicco",2018,10,26,"SB-RB","Solomon Islands; Rennell-Bellona Province; Rennell Island; Lake Te-Nganno; Te-Nganno Village and surroundings","L8410157","Song","Species","not publication cut","Clytorhynchus","Monarchidae","Clytorhynchus hamlini","Clytorhynchus hamlini","https://macaulaylibrary.org/asset/134505271","https://ebird.org/species/renshr1","Clytorhynchus_hamlini-ML134505271.wav"
139788,"Black-throated Shrikebill","Doug Pratt",2005,11,19,"FJ-W","Koroyanitu National Heritage Park","L8096213","Call","Species","not publication cut","Clytorhynchus","Monarchidae","Clytorhynchus nigrogularis","Clytorhynchus nigrogularis","https://macaulaylibrary.org/asset/139788","https://ebird.org/species/bktshr1","Clytorhynchus_nigrogularis-ML139788.wav"
64456,"Southern Shrikebill","Doug Pratt",1992,6,29,"VU-SAM","Espiritu Santo","L22082700","Call; Song","Species","not publication cut","Clytorhynchus","Monarchidae","Clytorhynchus pachycephaloides","Clytorhynchus pachycephaloides","https://macaulaylibrary.org/asset/64456","https://ebird.org/species/soushr2","Clytorhynchus_pachycephaloides-ML64456.wav"
64425,"Fiji Shrikebill","Doug Pratt",1992,6,26,"FJ-N","Taveuni--Des Voeux Peak","L987280","Call","Species","not publication cut","Clytorhynchus","Monarchidae","Clytorhynchus vitiensis","Clytorhynchus vitiensis","https://macaulaylibrary.org/asset/64425","https://ebird.org/species/fijshr1","Clytorhynchus_vitiensis-ML64425.wav"
143153201,"Brown Twinspot","David Guarnieri",2019,3,1,"KE-800","Alupe","L1473698",NA,"Species","not publication cut","Clytospiza","Estrildidae","Clytospiza monteiri","Clytospiza monteiri","https://macaulaylibrary.org/asset/143153201","https://ebird.org/species/brotwi1","Clytospiza_monteiri-ML143153201.wav"
65870,"Loria's Satinbird","Scott  Connop",1993,10,3,"PG-CPM","Ambua Lodge",NA,"Song","Species","not publication cut","Cnemophilus","Cnemophilidae","Cnemophilus loriae","Cnemophilus loriae","https://macaulaylibrary.org/asset/65870","https://ebird.org/species/lorsat1","Cnemophilus_loriae-ML65870.wav"
22742,"Crested Satinbird","Thane Pratt",1974,11,10,"PG-MPL","Wau.",NA,NA,"Species","not publication cut","Cnemophilus","Cnemophilidae","Cnemophilus macgregorii","Cnemophilus macgregorii","https://macaulaylibrary.org/asset/22742","https://ebird.org/species/cresat1","Cnemophilus_macgregorii-ML22742.wav"
398992711,"Angola Waxbill","Ken Behrens",2021,8,30,"AO-HUA","Higher Areas - Morro de Moco (ANGOLA BIRDING ROUTE)","L17198425",NA,"Species","not publication cut","Coccopygia","Estrildidae","Coccopygia bocagei","Coccopygia bocagei","https://macaulaylibrary.org/asset/398992711","https://ebird.org/species/swewax1","Coccopygia_bocagei-ML398992711.wav"
176010,"Sumatran Cochoa","Roger McNeill",2012,8,6,"ID-SM-JA","Sumatra; Kerinci National Park; Air Minum",NA,"Call","Species","not publication cut","Cochoa","Turdidae","Cochoa beccarii","Cochoa beccarii","https://macaulaylibrary.org/asset/176010","https://ebird.org/species/sumcoc1","Cochoa_beccarii-ML176010.wav"
195554,"Green Inca","Jay McGowan",2014,12,28,"VE-L","La Azulita road--forest patch","L3275514","Call; Flying; Foraging or Eating","Group","not publication cut","Coeligena","Trochilidae","Coeligena conradii","Coeligena conradii","https://macaulaylibrary.org/asset/195554","https://ebird.org/species/colinc4","Coeligena_conradii-ML195554.wav"
164204371,"Gould's Inca","Daniel Lane",2019,6,11,"PE-CUS","Inkaterra Machu Picchu Pueblo Hotel","L1811275","Flight Call","Species","not publication cut","Coeligena","Trochilidae","Coeligena inca","Coeligena inca","https://macaulaylibrary.org/asset/164204371","https://ebird.org/species/colinc3","Coeligena_inca-ML164204371.wav"
203999951,"Ridgetop Swiftlet","Desmond Allen",2009,3,1,"PH-ILN","Tadao (18.3985, 120.693)","L10625246","Call; Flight Call","Species","not publication cut","Collocalia","Apodidae","Collocalia isonota","Collocalia isonota","https://macaulaylibrary.org/asset/203999951","https://ebird.org/species/ridswi1","Collocalia_isonota-ML203999951.wav"
191482,"Gray-rumped Swiftlet","Peter Hosner",2012,5,31,"PH-CEB","Cebu Island; Tabunan",NA,"Call","Species","not publication cut","Collocalia","Apodidae","Collocalia marginata","Collocalia marginata","https://macaulaylibrary.org/asset/191482","https://ebird.org/species/gyrswi5","Collocalia_marginata-ML191482.wav"
168574,"Christmas Island Swiftlet","Tim Burr",2012,2,16,"ID-NU-NT","Flores",NA,"Call","Species","not publication cut","Collocalia","Apodidae","Collocalia natalis","Collocalia natalis","https://macaulaylibrary.org/asset/168574","https://ebird.org/species/chiswi1","Collocalia_natalis-ML168574.wav"
168533,"Tenggara Swiftlet","Tim Burr",2012,2,6,"ID-NU-NT","Sumba Island",NA,"Call","Species","not publication cut","Collocalia","Apodidae","Collocalia sumbawae","Collocalia sumbawae","https://macaulaylibrary.org/asset/168533","https://ebird.org/species/tenswi1","Collocalia_sumbawae-ML168533.wav"
196942,"Pygmy Swiftlet","Peter Hosner",2011,7,11,"PH-CAG","Luzon Island; Gonzagao; Mt. Cagua",NA,"Call","Species","not publication cut","Collocalia","Apodidae","Collocalia troglodytes","Collocalia troglodytes","https://macaulaylibrary.org/asset/196942","https://ebird.org/species/pygswi2","Collocalia_troglodytes-ML196942.wav"
203888591,"Satin Swiftlet","Pieter de Groot Boersma",2015,7,29,"NC-","Ouvea","L7846865","Call","Species","not publication cut","Collocalia","Apodidae","Collocalia uropygialis","Collocalia uropygialis","https://macaulaylibrary.org/asset/203888591","https://ebird.org/species/satswi1","Collocalia_uropygialis-ML203888591.wav"
340147971,"Waigeo Shrikethrush","Brian Cox",2016,9,28,"ID-IJ-PB","West Waigeo birding road","L8678626",NA,"Species","not publication cut","Colluricincla","Pachycephalidae","Colluricincla affinis","Colluricincla affinis","https://macaulaylibrary.org/asset/340147971","https://ebird.org/species/litshr6","Colluricincla_affinis-ML340147971.wav"
166663051,"Variable Shrikethrush","James (Jim) Holmes",2019,6,22,"PG-NPP","Kokoda Track--Deniki to Isuarava (middle 2.5 km: mostly good forest)","L9518491",NA,"Species","not publication cut","Colluricincla","Pachycephalidae","Colluricincla fortis","Colluricincla fortis","https://macaulaylibrary.org/asset/166663051","https://ebird.org/species/litshr5","Colluricincla_fortis-ML166663051.wav"
114380441,"Sepik-Ramu Shrikethrush","Doug Gochfeld",2018,7,17,"PG-WHM","Rondon Ridge","L4746132",NA,"Species","not publication cut","Colluricincla","Pachycephalidae","Colluricincla tappenbecki","Colluricincla tappenbecki","https://macaulaylibrary.org/asset/114380441","https://ebird.org/species/litshr3","Colluricincla_tappenbecki-ML114380441.wav"
281471,"Japanese Wood-Pigeon","Peter Boesman",2015,5,21,"JP-13-58","Tairo-Ike, Miyakejima","L11165727","Song","Species","not publication cut","Columba","Columbidae","Columba janthina","Columba janthina","https://macaulaylibrary.org/asset/281471","https://ebird.org/species/jawpig1","Columba_janthina-ML281471.wav"
95613561,"Laurel Pigeon","Oliver Burton",2018,4,12,"ES-CN","Barranco de Ruiz","L4032663","Call","Species","not publication cut","Columba","Columbidae","Columba junoniae","Columba junoniae","https://macaulaylibrary.org/asset/95613561","https://ebird.org/species/laupig1","Columba_junoniae-ML95613561.wav"
95207,"Sao Tome Pigeon","Linda Macaulay",1995,4,22,"ST-P","Santo António","L5298224","Call","Species","not publication cut","Columba","Columbidae","Columba malherbii","Columba malherbii","https://macaulaylibrary.org/asset/95207","https://ebird.org/species/satpig1","Columba_malherbii-ML95207.wav"
117817531,"Yellow-legged Pigeon","Lucas DeCicco",2018,7,8,"SB-MK","Solomon Islands; Makira-Ulawa Province; Makira Island; Central Bauro Highlands, Naepaepa Mountain","L7982295","Song","Species","not publication cut","Columba","Columbidae","Columba pallidiceps","Columba pallidiceps","https://macaulaylibrary.org/asset/117817531","https://ebird.org/species/yelpig1","Columba_pallidiceps-ML117817531.wav"
482278961,"Pale-capped Pigeon","Binanda Hatibaruah",2022,6,4,"IN-AS-TI","Dehing Patkai NP & Surroundings--Soraipung (Core area)","L16946439",NA,"Species","not publication cut","Columba","Columbidae","Columba punicea","Columba punicea","https://macaulaylibrary.org/asset/482278961","https://ebird.org/species/pacpig1","Columba_punicea-ML482278961.wav"
364483061,"Trocaz Pigeon","Wayne Paes",2021,8,27,"PT-30-FU","Jardim Tropical Monte Palace","L16223283",NA,"Species","not publication cut","Columba","Columbidae","Columba trocaz","Columba trocaz","https://macaulaylibrary.org/asset/364483061","https://ebird.org/species/tropig1","Columba_trocaz-ML364483061.wav"
64473,"Metallic Pigeon","Doug Pratt",1992,6,30,"VU-SAM","Espiritu Santo","L22082700",NA,"Species","not publication cut","Columba","Columbidae","Columba vitiensis","Columba vitiensis","https://macaulaylibrary.org/asset/64473","https://ebird.org/species/metpig1","Columba_vitiensis-ML64473.wav"
38789,"Black Shama","Robert S. Kennedy",1982,4,22,"PH-CEB","Cebu Island, Municipality of Consolacion, Barrio Sac Sac or Casili",NA,"Song","Species","not publication cut","Copsychus","Muscicapidae","Copsychus cebuensis","Copsychus cebuensis","https://macaulaylibrary.org/asset/38789","https://ebird.org/species/blasha1","Copsychus_cebuensis-ML38789.wav"
38612,"White-browed Shama","Robert S. Kennedy",1981,5,10,"PH-BAN","6.0 km NW of Mariveles",NA,"Song","Species","not publication cut","Copsychus","Muscicapidae","Copsychus luzoniensis","Copsychus luzoniensis","https://macaulaylibrary.org/asset/38612","https://ebird.org/species/whbsha1","Copsychus_luzoniensis-ML38612.wav"
180914731,"Philippine Magpie-Robin","Kim Cancino",2019,10,5,"PH-PAN","Hacienda Sitio Dimantal, Bugallon","L9974130",NA,"Species","not publication cut","Copsychus","Muscicapidae","Copsychus mindanensis","Copsychus mindanensis","https://macaulaylibrary.org/asset/180914731","https://ebird.org/species/phimar1","Copsychus_mindanensis-ML180914731.wav"
18599,"White-vented Shama","Robert S. Kennedy",1978,10,2,"PH-PLW","White Beach, Puerto Princesa",NA,"Song","Species","not publication cut","Copsychus","Muscicapidae","Copsychus niger","Copsychus niger","https://macaulaylibrary.org/asset/18599","https://ebird.org/species/whvsha1","Copsychus_niger-ML18599.wav"
101998,"Seychelles Magpie-Robin","Ian Sinclair",1991,6,13,"SC",NA,NA,"Song","Species","not publication cut","Copsychus","Muscicapidae","Copsychus sechellarum","Copsychus sechellarum","https://macaulaylibrary.org/asset/101998","https://ebird.org/species/semrob1","Copsychus_sechellarum-ML101998.wav"
303899951,"Visayan Shama","Alex Berryman",2020,2,3,"PH-ANT","Northwest Panay Peninsula Natural Park","L2404635",NA,"Species","not publication cut","Copsychus","Muscicapidae","Copsychus superciliaris","Copsychus superciliaris","https://macaulaylibrary.org/asset/303899951","https://ebird.org/species/vissha1","Copsychus_superciliaris-ML303899951.wav"
279532,"Blue-bellied Roller","Peter Boesman",2018,6,28,"GM-W","Marakissa, Kombo Central","L11054098","Call","Species","not publication cut","Coracias","Coraciidae","Coracias cyanogaster","Coracias cyanogaster","https://macaulaylibrary.org/asset/279532","https://ebird.org/species/blbrol1","Coracias_cyanogaster-ML279532.wav"
32809,"Purple-winged Roller","Arnoud B. van den Berg",1984,7,24,"ID-SL-ST","80.0 km SE of Palu; Lore Lindu National Park at dongidongi",NA,"Song","Species","not publication cut","Coracias","Coraciidae","Coracias temminckii","Coracias temminckii","https://macaulaylibrary.org/asset/32809","https://ebird.org/species/puwrol1","Coracias_temminckii-ML32809.wav"
518190,"Moluccan Cuckooshrike","Lucas DeCicco",2016,1,10,"ID-MA","Seram Island, northern coast, Trans-Seram Highway, <1km downslope from Manusela National Park entrance",NA,"Call; Flying","Species","not publication cut","Coracina","Campephagidae","Coracina atriceps","Coracina atriceps","https://macaulaylibrary.org/asset/518190","https://ebird.org/species/molcus1","Coracina_atriceps-ML518190.wav"
203909131,"Pied Cuckooshrike","Josep del Hoyo",2014,9,4,"ID-SL-SA","Tangkoko Batuangus NP","L10037808","Call","Species","not publication cut","Coracina","Campephagidae","Coracina bicolor","Coracina bicolor","https://macaulaylibrary.org/asset/203909131","https://ebird.org/species/piecus1","Coracina_bicolor-ML203909131.wav"
203972701,"Boyer's Cuckooshrike","Phil Gregory | Sicklebill Safaris | www.birder.travel",2019,9,5,"PG-CPM","Varirata National Park","L2398903","Call","Species","not publication cut","Coracina","Campephagidae","Coracina boyeri","Coracina boyeri","https://macaulaylibrary.org/asset/203972701","https://ebird.org/species/boycus1","Coracina_boyeri-ML203972701.wav"
20992,"Stout-billed Cuckooshrike","Dale A. Zimmerman",1979,8,5,"PG-MPL","MT. MISIM; NEAR WAU",NA,"Song","Species","not publication cut","Coracina","Campephagidae","Coracina caeruleogrisea","Coracina caeruleogrisea","https://macaulaylibrary.org/asset/20992","https://ebird.org/species/stbcus1","Coracina_caeruleogrisea-ML20992.wav"
